Latitude,Longitude,Power
40.7459544026934,-74.0308211722731,-Inf
40.7459273358272,-74.0308211722731,-Inf
40.745900268961,-74.0308211722731,-Inf
40.7458732020948,-74.0308211722731,-Inf
40.7458461352287,-74.0308211722731,-Inf
40.7458190683625,-74.0308211722731,-Inf
40.7457920014963,-74.0308211722731,-Inf
40.7457649346301,-74.0308211722731,-Inf
40.745737867764,-74.0308211722731,-Inf
40.7457108008978,-74.0308211722731,-Inf
40.7456837340316,-74.0308211722731,-Inf
40.7456566671654,-74.0308211722731,-Inf
40.7456296002993,-74.0308211722731,-Inf
40.7456025334331,-74.0308211722731,-Inf
40.7455754665669,-74.0308211722731,-Inf
40.7455483997007,-74.0308211722731,-Inf
40.7455213328346,-74.0308211722731,-Inf
40.7454942659684,-74.0308211722731,-Inf
40.7454671991022,-74.0308211722731,-Inf
40.745440132236,-74.0308211722731,-Inf
40.7454130653699,-74.0308211722731,-Inf
40.7453859985037,-74.0308211722731,-Inf
40.7453589316375,-74.0308211722731,-Inf
40.7453318647713,-74.0308211722731,-Inf
40.7453047979052,-74.0308211722731,-Inf
40.745277731039,-74.0308211722731,-Inf
40.7452506641728,-74.0308211722731,-Inf
40.7452235973066,-74.0308211722731,-Inf
40.7461980044889,-74.0307854458715,-Inf
40.7461709376228,-74.0307854458715,-Inf
40.7461438707566,-74.0307854458715,-Inf
40.7461168038904,-74.0307854458715,-Inf
40.7460897370242,-74.0307854458715,-Inf
40.7460626701581,-74.0307854458715,-Inf
40.7460356032919,-74.0307854458715,-Inf
40.7460085364257,-74.0307854458715,-Inf
40.7459814695595,-74.0307854458715,-Inf
40.7459544026934,-74.0307854458715,-Inf
40.7459273358272,-74.0307854458715,-Inf
40.745900268961,-74.0307854458715,-Inf
40.7458732020948,-74.0307854458715,-Inf
40.7458461352287,-74.0307854458715,-Inf
40.7458190683625,-74.0307854458715,-Inf
40.7457920014963,-74.0307854458715,-Inf
40.7457649346301,-74.0307854458715,-Inf
40.745737867764,-74.0307854458715,-Inf
40.7457108008978,-74.0307854458715,-Inf
40.7456837340316,-74.0307854458715,-Inf
40.7456566671654,-74.0307854458715,-Inf
40.7456296002993,-74.0307854458715,-Inf
40.7456025334331,-74.0307854458715,-Inf
40.7455754665669,-74.0307854458715,-Inf
40.7455483997007,-74.0307854458715,-Inf
40.7455213328346,-74.0307854458715,-Inf
40.7454942659684,-74.0307854458715,-Inf
40.7454671991022,-74.0307854458715,-Inf
40.745440132236,-74.0307854458715,-Inf
40.7454130653699,-74.0307854458715,-Inf
40.7453859985037,-74.0307854458715,-Inf
40.7453589316375,-74.0307854458715,-Inf
40.7453318647713,-74.0307854458715,-Inf
40.7453047979052,-74.0307854458715,-Inf
40.745277731039,-74.0307854458715,-Inf
40.7452506641728,-74.0307854458715,-Inf
40.7452235973066,-74.0307854458715,-Inf
40.7451965304405,-74.0307854458715,-Inf
40.7451694635743,-74.0307854458715,-Inf
40.7451423967081,-74.0307854458715,-Inf
40.7451153298419,-74.0307854458715,-Inf
40.7450882629758,-74.0307854458715,-Inf
40.7450611961096,-74.0307854458715,-Inf
40.7450341292434,-74.0307854458715,-Inf
40.7450070623772,-74.0307854458715,-Inf
40.7449799955111,-74.0307854458715,-Inf
40.7463874725522,-74.0307497194698,-Inf
40.746360405686,-74.0307497194698,-Inf
40.7463333388198,-74.0307497194698,-Inf
40.7463062719536,-74.0307497194698,-Inf
40.7462792050875,-74.0307497194698,-Inf
40.7462521382213,-74.0307497194698,-Inf
40.7462250713551,-74.0307497194698,-Inf
40.7461980044889,-74.0307497194698,-Inf
40.7461709376228,-74.0307497194698,-Inf
40.7461438707566,-74.0307497194698,-Inf
40.7461168038904,-74.0307497194698,-Inf
40.7460897370242,-74.0307497194698,-Inf
40.7460626701581,-74.0307497194698,-Inf
40.7460356032919,-74.0307497194698,-Inf
40.7460085364257,-74.0307497194698,-Inf
40.7459814695595,-74.0307497194698,-Inf
40.7459544026934,-74.0307497194698,-Inf
40.7459273358272,-74.0307497194698,-Inf
40.745900268961,-74.0307497194698,-Inf
40.7458732020948,-74.0307497194698,-Inf
40.7458461352287,-74.0307497194698,-Inf
40.7458190683625,-74.0307497194698,-Inf
40.7457920014963,-74.0307497194698,-Inf
40.7457649346301,-74.0307497194698,-Inf
40.745737867764,-74.0307497194698,-Inf
40.7457108008978,-74.0307497194698,-Inf
40.7456837340316,-74.0307497194698,-Inf
40.7456566671654,-74.0307497194698,-Inf
40.7456296002993,-74.0307497194698,-Inf
40.7456025334331,-74.0307497194698,-Inf
40.7455754665669,-74.0307497194698,-Inf
40.7455483997007,-74.0307497194698,-Inf
40.7455213328346,-74.0307497194698,-Inf
40.7454942659684,-74.0307497194698,-Inf
40.7454671991022,-74.0307497194698,-Inf
40.745440132236,-74.0307497194698,-Inf
40.7454130653699,-74.0307497194698,-Inf
40.7453859985037,-74.0307497194698,-Inf
40.7453589316375,-74.0307497194698,-Inf
40.7453318647713,-74.0307497194698,-Inf
40.7453047979052,-74.0307497194698,-Inf
40.745277731039,-74.0307497194698,-Inf
40.7452506641728,-74.0307497194698,-Inf
40.7452235973066,-74.0307497194698,-Inf
40.7451965304405,-74.0307497194698,-Inf
40.7451694635743,-74.0307497194698,-Inf
40.7451423967081,-74.0307497194698,-Inf
40.7451153298419,-74.0307497194698,-Inf
40.7450882629758,-74.0307497194698,-Inf
40.7450611961096,-74.0307497194698,-Inf
40.7450341292434,-74.0307497194698,-Inf
40.7450070623772,-74.0307497194698,-Inf
40.7449799955111,-74.0307497194698,-Inf
40.7449529286449,-74.0307497194698,-Inf
40.7449258617787,-74.0307497194698,-Inf
40.7448987949126,-74.0307497194698,-Inf
40.7448717280464,-74.0307497194698,-Inf
40.7448446611802,-74.0307497194698,-Inf
40.744817594314,-74.0307497194698,-Inf
40.7447905274479,-74.0307497194698,-Inf
40.746522806883,-74.0307139930682,-Inf
40.7464957400169,-74.0307139930682,-Inf
40.7464686731507,-74.0307139930682,-Inf
40.7464416062845,-74.0307139930682,-Inf
40.7464145394183,-74.0307139930682,-Inf
40.7463874725522,-74.0307139930682,-Inf
40.746360405686,-74.0307139930682,-Inf
40.7463333388198,-74.0307139930682,-Inf
40.7463062719536,-74.0307139930682,-Inf
40.7462792050875,-74.0307139930682,-Inf
40.7462521382213,-74.0307139930682,-Inf
40.7462250713551,-74.0307139930682,-Inf
40.7461980044889,-74.0307139930682,-Inf
40.7461709376228,-74.0307139930682,-Inf
40.7461438707566,-74.0307139930682,-Inf
40.7461168038904,-74.0307139930682,-Inf
40.7460897370242,-74.0307139930682,-Inf
40.7460626701581,-74.0307139930682,-Inf
40.7460356032919,-74.0307139930682,-Inf
40.7460085364257,-74.0307139930682,-Inf
40.7459814695595,-74.0307139930682,-Inf
40.7459544026934,-74.0307139930682,-Inf
40.7459273358272,-74.0307139930682,-Inf
40.745900268961,-74.0307139930682,-Inf
40.7458732020948,-74.0307139930682,-Inf
40.7458461352287,-74.0307139930682,-Inf
40.7458190683625,-74.0307139930682,-Inf
40.7457920014963,-74.0307139930682,-Inf
40.7457649346301,-74.0307139930682,-Inf
40.745737867764,-74.0307139930682,-Inf
40.7457108008978,-74.0307139930682,-Inf
40.7456837340316,-74.0307139930682,-Inf
40.7456566671654,-74.0307139930682,-Inf
40.7456296002993,-74.0307139930682,-Inf
40.7456025334331,-74.0307139930682,-Inf
40.7455754665669,-74.0307139930682,-Inf
40.7455483997007,-74.0307139930682,-Inf
40.7455213328346,-74.0307139930682,-Inf
40.7454942659684,-74.0307139930682,-Inf
40.7454671991022,-74.0307139930682,-Inf
40.745440132236,-74.0307139930682,-Inf
40.7454130653699,-74.0307139930682,-Inf
40.7453859985037,-74.0307139930682,-Inf
40.7453589316375,-74.0307139930682,-Inf
40.7453318647713,-74.0307139930682,-Inf
40.7453047979052,-74.0307139930682,-Inf
40.745277731039,-74.0307139930682,-Inf
40.7452506641728,-74.0307139930682,-Inf
40.7452235973066,-74.0307139930682,-Inf
40.7451965304405,-74.0307139930682,-Inf
40.7451694635743,-74.0307139930682,-Inf
40.7451423967081,-74.0307139930682,-Inf
40.7451153298419,-74.0307139930682,-Inf
40.7450882629758,-74.0307139930682,-Inf
40.7450611961096,-74.0307139930682,-Inf
40.7450341292434,-74.0307139930682,-Inf
40.7450070623772,-74.0307139930682,-Inf
40.7449799955111,-74.0307139930682,-Inf
40.7449529286449,-74.0307139930682,-Inf
40.7449258617787,-74.0307139930682,-Inf
40.7448987949126,-74.0307139930682,-Inf
40.7448717280464,-74.0307139930682,-Inf
40.7448446611802,-74.0307139930682,-Inf
40.744817594314,-74.0307139930682,-Inf
40.7447905274479,-74.0307139930682,-Inf
40.7447634605817,-74.0307139930682,-Inf
40.7447363937155,-74.0307139930682,-Inf
40.7447093268493,-74.0307139930682,-Inf
40.7446822599832,-74.0307139930682,-Inf
40.744655193117,-74.0307139930682,-Inf
40.7466310743477,-74.0306782666666,-Inf
40.7466040074816,-74.0306782666666,-Inf
40.7465769406154,-74.0306782666666,-Inf
40.7465498737492,-74.0306782666666,-Inf
40.746522806883,-74.0306782666666,-Inf
40.7464957400169,-74.0306782666666,-Inf
40.7464686731507,-74.0306782666666,-Inf
40.7464416062845,-74.0306782666666,-Inf
40.7464145394183,-74.0306782666666,-Inf
40.7463874725522,-74.0306782666666,-Inf
40.746360405686,-74.0306782666666,-Inf
40.7463333388198,-74.0306782666666,-Inf
40.7463062719536,-74.0306782666666,-Inf
40.7462792050875,-74.0306782666666,-Inf
40.7462521382213,-74.0306782666666,-Inf
40.7462250713551,-74.0306782666666,-Inf
40.7461980044889,-74.0306782666666,-Inf
40.7461709376228,-74.0306782666666,-Inf
40.7461438707566,-74.0306782666666,-Inf
40.7461168038904,-74.0306782666666,-Inf
40.7460897370242,-74.0306782666666,-Inf
40.7460626701581,-74.0306782666666,-Inf
40.7460356032919,-74.0306782666666,-Inf
40.7460085364257,-74.0306782666666,-Inf
40.7459814695595,-74.0306782666666,-Inf
40.7459544026934,-74.0306782666666,-Inf
40.7459273358272,-74.0306782666666,-Inf
40.745900268961,-74.0306782666666,-Inf
40.7458732020948,-74.0306782666666,-Inf
40.7458461352287,-74.0306782666666,-Inf
40.7458190683625,-74.0306782666666,-Inf
40.7457920014963,-74.0306782666666,-Inf
40.7457649346301,-74.0306782666666,-Inf
40.745737867764,-74.0306782666666,-Inf
40.7457108008978,-74.0306782666666,-Inf
40.7456837340316,-74.0306782666666,-Inf
40.7456566671654,-74.0306782666666,-Inf
40.7456296002993,-74.0306782666666,-Inf
40.7456025334331,-74.0306782666666,-Inf
40.7455754665669,-74.0306782666666,-Inf
40.7455483997007,-74.0306782666666,-Inf
40.7455213328346,-74.0306782666666,-Inf
40.7454942659684,-74.0306782666666,-Inf
40.7454671991022,-74.0306782666666,-Inf
40.745440132236,-74.0306782666666,-Inf
40.7454130653699,-74.0306782666666,-Inf
40.7453859985037,-74.0306782666666,-Inf
40.7453589316375,-74.0306782666666,-Inf
40.7453318647713,-74.0306782666666,-Inf
40.7453047979052,-74.0306782666666,-Inf
40.745277731039,-74.0306782666666,-Inf
40.7452506641728,-74.0306782666666,-Inf
40.7452235973066,-74.0306782666666,-Inf
40.7451965304405,-74.0306782666666,-Inf
40.7451694635743,-74.0306782666666,-Inf
40.7451423967081,-74.0306782666666,-Inf
40.7451153298419,-74.0306782666666,-Inf
40.7450882629758,-74.0306782666666,-Inf
40.7450611961096,-74.0306782666666,-Inf
40.7450341292434,-74.0306782666666,-Inf
40.7450070623772,-74.0306782666666,-Inf
40.7449799955111,-74.0306782666666,-Inf
40.7449529286449,-74.0306782666666,-Inf
40.7449258617787,-74.0306782666666,-Inf
40.7448987949126,-74.0306782666666,-Inf
